CustomerID,last_purchase,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
15109,2011-04-08 09:58:00,1,484.95,246,1,1,2,4,Lost
15110,2011-11-16 11:16:00,4,996.1,24,3,3,3,9,Loyal
15111,2011-11-10 16:58:00,3,1567.48,29,3,3,3,9,Loyal
15113,2011-11-30 08:23:00,3,3608.94,10,4,3,4,11,Loyal
15114,2011-11-09 15:05:00,10,2760.56,30,3,4,4,11,Loyal
15115,2011-11-21 14:59:00,1,340.11,18,4,1,2,7,Promising
15116,2011-11-22 12:25:00,4,1352.75,18,4,3,3,10,Loyal
15117,2011-11-25 08:12:00,5,1551.78,15,4,4,3,11,Loyal
15118,2011-07-28 14:54:00,1,244.8,134,2,1,1,4,Needs Attention
15119,2011-04-08 09:08:00,1,266.4,246,1,1,1,3,Lost
15120,2011-07-29 09:48:00,1,358.82,134,2,1,2,5,Needs Attention
15121,2011-10-20 14:51:00,2,457.72,50,3,2,2,7,Promising
15122,2011-08-17 16:48:00,3,1633.78,114,2,3,4,9,At Risk
15123,2011-12-02 13:12:00,2,2199.31,7,4,2,4,10,Promising
15124,2011-11-17 10:09:00,2,184.19,23,3,2,1,6,Promising
15125,2011-11-14 13:57:00,15,11528.48,25,3,4,4,11,Loyal
15127,2011-10-05 10:30:00,1,406.53,66,2,1,2,5,Needs Attention
15128,2011-10-10 13:54:00,4,1471.0,60,2,3,3,8,At Risk
15129,2011-10-20 14:40:00,11,3447.4,50,3,4,4,11,Loyal
15130,2011-06-23 10:15:00,1,330.11,170,1,1,2,4,Lost
15132,2011-11-21 17:10:00,5,977.9300000000001,18,4,4,3,11,Loyal
15133,2011-08-04 10:44:00,3,982.42,128,2,3,3,8,At Risk
15134,2011-11-25 08:55:00,8,1387.99,15,4,4,3,11,Loyal
15135,2011-04-14 19:16:00,1,139.05,239,1,1,1,3,Lost
15136,2011-12-07 12:26:00,4,1286.7,3,4,3,3,10,Loyal
15139,2011-04-14 11:39:00,2,178.96,240,1,2,1,4,Needs Attention
15140,2011-10-18 14:07:00,7,2354.25,52,2,4,4,10,At Risk
15142,2011-10-24 12:51:00,1,498.74,46,3,1,2,6,Promising
15143,2011-04-28 12:03:00,1,259.45,226,1,1,1,3,Lost
15144,2011-12-01 15:12:00,17,6580.44,8,4,4,4,12,Champions
15145,2011-12-05 17:21:00,4,1194.73,4,4,3,3,10,Loyal
15146,2011-06-28 12:09:00,2,1327.16,165,1,2,3,6,Needs Attention
15147,2011-04-13 15:57:00,1,623.5,240,1,1,2,4,Lost
15148,2011-11-29 08:21:00,1,301.29,11,4,1,1,6,Promising
15149,2011-07-29 10:58:00,1,520.8000000000001,134,2,1,2,5,Needs Attention
15150,2011-11-22 12:52:00,10,5314.47,17,4,4,4,12,Champions
15152,2011-11-30 12:32:00,13,4745.69,10,4,4,4,12,Champions
15153,2011-11-08 17:09:00,1,329.25,31,3,1,2,6,Promising
15154,2011-09-25 16:05:00,1,296.42,75,2,1,1,4,Needs Attention
15156,2011-12-08 18:22:00,3,961.49,1,4,3,3,10,Loyal
15157,2011-12-06 11:28:00,3,1936.07,4,4,3,4,11,Loyal
15158,2011-10-25 13:53:00,1,401.40000000000003,45,3,1,2,6,Promising
15159,2011-12-08 12:05:00,30,18641.010000000002,2,4,4,4,12,Champions
15160,2010-12-17 14:15:00,1,158.16,357,1,1,1,3,Lost
15163,2011-11-21 13:10:00,2,304.47,18,4,2,1,7,Promising
15164,2011-10-02 12:05:00,3,843.05,69,2,3,3,8,At Risk
15165,2010-12-01 14:03:00,1,487.75,373,1,1,2,4,Lost
15167,2011-01-23 12:41:00,1,163.0,321,1,1,1,3,Lost
15168,2011-11-14 11:26:00,1,106.56,26,3,1,1,5,Promising
15171,2011-01-12 15:36:00,1,1289.5,331,1,1,3,5,Lost
15172,2011-12-01 11:51:00,5,1624.05,9,4,4,3,11,Loyal
15174,2011-01-21 09:06:00,1,135.75,323,1,1,1,3,Lost
15175,2011-09-29 11:31:00,1,224.14,72,2,1,1,4,Needs Attention
15178,2011-03-24 15:12:00,1,40.5,260,1,1,1,3,Lost
15179,2011-11-21 12:53:00,5,2206.95,18,4,4,4,12,Champions
15180,2010-12-07 14:57:00,1,87.5,367,1,1,1,3,Lost
15181,2011-10-04 13:58:00,3,689.4799999999999,66,2,3,3,8,At Risk
15182,2011-07-08 13:37:00,2,622.85,154,1,2,2,5,Needs Attention
15184,2011-11-10 13:41:00,2,406.76,29,3,2,2,7,Promising
15185,2011-09-30 14:06:00,1,310.62,70,2,1,2,5,Needs Attention
15186,2011-11-25 14:58:00,2,411.41,14,4,2,2,8,Promising
15187,2011-12-08 11:56:00,15,4762.18,2,4,4,4,12,Champions
15189,2011-12-08 13:22:00,41,16225.39,1,4,4,4,12,Champions
15192,2011-08-12 11:41:00,3,1044.32,120,2,3,3,8,At Risk
15193,2011-10-10 08:23:00,1,499.32,61,2,1,2,5,Needs Attention
15194,2011-12-06 15:10:00,15,7616.53,3,4,4,4,12,Champions
15195,2011-12-07 12:20:00,1,3861.0,3,4,1,4,9,Promising
15197,2011-11-29 10:00:00,3,1079.6100000000001,11,4,3,3,10,Loyal
15198,2011-09-08 14:42:00,2,193.64,92,2,2,1,5,Needs Attention
15199,2011-10-11 15:12:00,4,1268.7,59,2,3,3,8,At Risk
15201,2011-09-13 14:53:00,5,1236.54,87,2,4,3,9,At Risk
15203,2011-11-14 08:16:00,6,1827.8,26,3,4,4,11,Loyal
15204,2010-12-17 13:49:00,1,316.58,357,1,1,2,4,Lost
15205,2011-09-15 19:36:00,2,653.24,85,2,2,2,6,Needs Attention
15206,2011-11-29 13:41:00,4,420.29999999999995,10,4,3,2,9,Loyal
15208,2011-12-08 17:24:00,5,870.12,1,4,4,3,11,Loyal
15210,2011-04-28 16:11:00,1,331.18,225,1,1,2,4,Lost
15211,2011-10-10 13:31:00,2,894.4100000000001,60,2,2,3,7,Needs Attention
15212,2011-04-12 13:45:00,1,101.8,241,1,1,1,3,Lost
15213,2011-01-25 12:21:00,2,328.35,319,1,2,2,5,Needs Attention
15214,2011-12-08 12:07:00,8,1661.44,2,4,4,4,12,Champions
15215,2011-10-24 11:41:00,3,734.94,47,3,3,3,9,Loyal
15216,2011-09-13 11:41:00,1,96.6,88,2,1,1,4,Needs Attention
15218,2011-11-29 11:48:00,11,5756.89,11,4,4,4,12,Champions
15219,2011-06-16 16:57:00,1,305.75,176,1,1,1,3,Lost
15220,2011-10-19 12:39:00,6,1778.96,52,2,4,4,10,At Risk
15221,2010-12-08 13:08:00,1,403.25,366,1,1,2,4,Lost
15222,2011-01-25 08:03:00,1,585.0,319,1,1,2,4,Lost
15223,2011-04-28 11:31:00,2,755.75,226,1,2,3,6,Needs Attention
15224,2010-12-16 15:02:00,2,322.08,358,1,2,2,5,Needs Attention
15225,2011-04-19 14:51:00,1,409.40000000000003,234,1,1,2,4,Lost
15226,2011-02-02 11:41:00,1,154.41,311,1,1,1,3,Lost
15227,2011-11-03 11:59:00,5,1219.4,37,3,4,3,10,Loyal
15228,2011-10-04 13:56:00,4,3386.71,66,2,3,4,9,At Risk
15230,2011-04-14 14:39:00,2,429.6,239,1,2,2,5,Needs Attention
15232,2011-08-18 16:27:00,2,612.06,113,2,2,2,6,Needs Attention
15234,2011-03-08 08:53:00,1,197.0,277,1,1,1,3,Lost
15235,2011-05-06 09:44:00,12,2247.51,218,1,4,4,9,At Risk
15236,2011-02-14 10:52:00,1,321.05,299,1,1,2,4,Lost
15237,2011-12-08 09:46:00,4,1412.32,2,4,3,3,10,Loyal
15238,2011-11-10 14:28:00,3,1071.99,29,3,3,3,9,Loyal
15239,2011-11-29 14:14:00,2,780.59,10,4,2,3,9,Promising
15240,2011-10-26 09:50:00,5,1706.57,45,3,4,4,11,Loyal
15241,2011-10-04 09:05:00,8,1756.44,67,2,4,4,10,At Risk
15243,2011-09-26 14:12:00,1,316.68,74,2,1,2,5,Needs Attention
15244,2011-10-05 13:19:00,2,631.57,65,2,2,2,6,Needs Attention
15245,2011-07-28 18:56:00,3,2515.84,134,2,3,4,9,At Risk
15246,2011-04-15 14:45:00,2,514.15,238,1,2,2,5,Needs Attention
15247,2011-08-09 12:52:00,1,356.0,122,2,1,2,5,Needs Attention
15249,2011-11-08 11:45:00,13,6688.46,32,3,4,4,11,Loyal
15251,2011-11-30 15:02:00,11,10484.99,9,4,4,4,12,Champions
15252,2011-11-03 13:30:00,2,740.78,36,3,2,3,8,Promising
15253,2011-11-23 16:22:00,5,918.1999999999999,16,4,4,3,11,Loyal
15254,2011-08-04 15:04:00,1,300.36,127,2,1,1,4,Needs Attention
15255,2011-10-04 12:43:00,1,890.85,67,2,1,3,6,Needs Attention
15256,2011-07-14 11:47:00,1,98.45,149,1,1,1,3,Lost
15257,2011-03-01 12:58:00,1,317.15,283,1,1,2,4,Lost
15258,2011-06-24 12:30:00,2,623.16,169,1,2,2,5,Needs Attention
15260,2011-08-31 13:55:00,7,1810.77,100,2,4,4,10,At Risk
15261,2011-07-27 15:20:00,1,254.82,135,2,1,1,4,Needs Attention
15262,2011-01-20 12:16:00,1,178.95000000000002,324,1,1,1,3,Lost
15263,2011-08-25 10:26:00,1,156.51,107,2,1,1,4,Needs Attention
15264,2011-10-06 13:49:00,1,393.74,64,2,1,2,5,Needs Attention
15265,2011-07-11 14:46:00,2,1506.1200000000001,151,1,2,3,6,Needs Attention
15266,2011-01-05 13:40:00,1,119.3,338,1,1,1,3,Lost
15267,2011-11-17 15:59:00,5,1717.36,22,3,4,4,11,Loyal
15269,2011-11-16 09:32:00,1,408.8,24,3,1,2,6,Promising
15270,2011-11-24 09:24:00,7,2379.49,16,4,4,4,12,Champions
15271,2011-12-02 14:11:00,15,2507.07,7,4,4,4,12,Champions
15272,2011-10-13 12:59:00,2,721.94,57,2,2,3,7,Needs Attention
15274,2011-12-05 16:57:00,2,716.57,4,4,2,3,9,Promising
15275,2011-11-02 11:20:00,1,615.14,38,3,1,2,6,Promising
15276,2011-10-04 16:39:00,1,135.31,66,2,1,1,4,Needs Attention
15277,2011-10-24 10:08:00,1,255.89999999999998,47,3,1,1,5,Promising
15279,2010-12-20 10:48:00,1,290.51,355,1,1,1,3,Lost
15280,2011-06-20 17:14:00,1,113.12,172,1,1,1,3,Lost
15281,2011-10-12 09:10:00,9,2332.15,59,2,4,4,10,At Risk
15286,2011-10-21 11:08:00,1,240.55,50,3,1,1,5,Promising
15287,2011-11-17 15:34:00,2,486.69,22,3,2,2,7,Promising
15288,2011-10-27 16:58:00,5,2306.52,43,3,4,4,11,Loyal
15289,2011-11-10 13:49:00,3,939.78,29,3,3,3,9,Loyal
15290,2011-12-05 11:39:00,18,7943.22,5,4,4,4,12,Champions
15291,2011-11-14 11:02:00,14,4623.3,26,3,4,4,11,Loyal
15292,2011-05-22 15:00:00,1,180.94,201,1,1,1,3,Lost
15296,2011-10-20 11:47:00,6,3672.86,51,3,4,4,11,Loyal
15297,2011-11-29 16:32:00,3,641.94,10,4,3,2,9,Loyal
15298,2011-12-07 17:17:00,12,4799.9,2,4,4,4,12,Champions
15299,2011-10-03 14:19:00,6,3907.01,67,2,4,4,10,At Risk
15300,2011-10-06 17:08:00,1,496.44,64,2,1,2,5,Needs Attention
15301,2011-10-20 09:57:00,12,5070.35,51,3,4,4,11,Loyal
15303,2011-02-22 13:59:00,1,574.02,290,1,1,2,4,Lost
15304,2011-10-10 10:23:00,8,694.4000000000001,61,2,4,3,9,At Risk
15306,2011-10-06 12:56:00,3,1174.35,64,2,3,3,8,At Risk
15307,2011-09-05 11:38:00,1,205.3,96,2,1,1,4,Needs Attention
15308,2011-03-10 13:08:00,1,310.47,274,1,1,2,4,Lost
15311,2011-12-09 12:00:00,91,60767.9,1,4,4,4,12,Champions
15312,2011-09-25 13:10:00,4,924.85,75,2,3,3,8,At Risk
15313,2011-08-21 16:02:00,1,52.0,110,2,1,1,4,Needs Attention
15314,2011-05-24 14:39:00,1,327.97,199,1,1,2,4,Lost
15315,2011-10-06 12:51:00,2,570.5,64,2,2,2,6,Needs Attention
15316,2011-01-17 11:34:00,1,165.0,327,1,1,1,3,Lost
15318,2011-12-06 11:30:00,1,312.62,4,4,1,2,7,Promising
15319,2011-03-01 12:48:00,1,204.5,284,1,1,1,3,Lost
15320,2011-10-26 13:27:00,1,267.13,44,3,1,1,5,Promising
15321,2011-09-30 09:40:00,3,2748.31,71,2,3,4,9,At Risk
15322,2011-09-15 09:34:00,1,679.68,86,2,1,3,6,Needs Attention
15325,2011-08-28 11:55:00,1,162.29,104,2,1,1,4,Needs Attention
15326,2011-01-10 11:38:00,1,311.71,334,1,1,2,4,Lost
15327,2011-10-18 11:55:00,1,208.75,53,2,1,1,4,Needs Attention
15329,2011-10-31 15:36:00,3,1049.7,39,3,3,3,9,Loyal
15330,2011-11-07 17:50:00,2,714.96,32,3,2,3,8,Promising
15332,2010-12-08 14:43:00,4,1661.06,366,1,3,4,8,At Risk
15333,2011-05-15 13:27:00,1,1028.56,208,1,1,3,5,Lost
15334,2011-07-06 11:22:00,3,348.72,157,1,3,2,6,At Risk
15335,2011-10-17 12:50:00,1,173.97,54,2,1,1,4,Needs Attention
15339,2011-10-04 12:51:00,2,574.07,66,2,2,2,6,Needs Attention
15341,2011-09-20 09:40:00,1,2020.52,81,2,1,4,7,Needs Attention
15342,2011-08-02 10:19:00,1,406.09,130,2,1,2,5,Needs Attention
15343,2011-09-13 13:55:00,1,364.5,87,2,1,2,5,Needs Attention
15344,2011-12-09 10:45:00,3,563.94,1,4,3,2,9,Loyal
15345,2011-10-25 11:28:00,1,393.54,46,3,1,2,6,Promising
15346,2011-01-11 11:18:00,1,252.42000000000002,333,1,1,1,3,Lost
15347,2010-12-08 15:25:00,1,201.60000000000002,366,1,1,1,3,Lost
15348,2011-09-28 13:17:00,1,158.04,72,2,1,1,4,Needs Attention
15349,2011-07-04 16:06:00,2,473.81,158,1,2,2,5,Needs Attention
15350,2010-12-01 13:33:00,1,115.65,373,1,1,1,3,Lost
15351,2011-11-27 12:52:00,7,1960.1100000000001,12,4,4,4,12,Champions
15353,2011-03-30 12:15:00,2,777.02,255,1,2,3,6,Needs Attention
15355,2011-11-10 13:44:00,2,277.05,29,3,2,1,6,Promising
15356,2011-11-08 13:11:00,10,2766.5,31,3,4,4,11,Loyal
15358,2011-12-05 09:04:00,22,8347.2,5,4,4,4,12,Champions
15360,2011-10-31 09:35:00,1,427.93,40,3,1,2,6,Promising
15361,2010-12-13 09:52:00,1,418.92,362,1,1,2,4,Lost
15363,2010-12-02 12:28:00,1,326.0,373,1,1,2,4,Lost
15364,2011-09-05 09:46:00,2,913.19,96,2,2,3,7,Needs Attention
15365,2011-11-14 08:29:00,7,2314.32,26,3,4,4,11,Loyal
15366,2011-09-25 15:01:00,2,602.51,75,2,2,2,6,Needs Attention
15367,2011-10-13 14:13:00,4,1877.59,57,2,3,4,9,At Risk
15368,2011-11-18 14:42:00,1,446.94000000000005,21,3,1,2,6,Promising
15370,2011-10-30 10:58:00,7,2386.05,41,3,4,4,11,Loyal
15372,2011-07-25 16:39:00,1,2007.3999999999999,137,2,1,4,7,Needs Attention
15373,2011-12-01 15:05:00,12,2415.91,8,4,4,4,12,Champions
15374,2011-08-03 09:59:00,1,168.0,129,2,1,1,4,Needs Attention
15376,2011-10-30 15:04:00,3,1233.3600000000001,40,3,3,3,9,Loyal
15379,2011-06-23 13:13:00,7,3703.29,169,1,4,4,9,At Risk
15380,2011-12-01 12:13:00,5,1690.2600000000002,9,4,4,4,12,Champions
15381,2011-05-10 11:55:00,2,596.85,214,1,2,2,5,Needs Attention
15382,2011-11-25 10:58:00,6,5955.71,15,4,4,4,12,Champions
15384,2011-06-23 10:57:00,2,642.41,170,1,2,2,5,Needs Attention
15385,2011-10-30 15:11:00,1,316.88,40,3,1,2,6,Promising
15386,2011-06-06 13:47:00,1,394.14,186,1,1,2,4,Lost
15388,2011-03-14 13:53:00,1,140.54,270,1,1,1,3,Lost
15389,2011-06-20 16:18:00,1,500.0,172,1,1,2,4,Lost
15392,2011-12-05 11:01:00,4,1535.53,5,4,3,3,10,Loyal
15393,2011-11-23 16:48:00,2,231.86,16,4,2,1,7,Promising
15394,2011-11-30 11:49:00,4,2183.54,10,4,3,4,11,Loyal
15395,2011-01-18 12:40:00,1,107.45,326,1,1,1,3,Lost
15396,2011-08-19 10:56:00,1,288.18,113,2,1,1,4,Needs Attention
15397,2011-02-23 09:25:00,1,94.0,290,1,1,1,3,Lost
15398,2011-11-23 16:47:00,2,1345.53,16,4,2,3,9,Promising
15399,2011-12-08 13:04:00,3,815.77,1,4,3,3,10,Loyal
15400,2011-09-08 13:57:00,5,716.2,92,2,4,3,9,At Risk
15402,2011-07-14 12:17:00,2,626.35,149,1,2,2,5,Needs Attention
15405,2011-06-03 14:44:00,1,349.1,189,1,1,2,4,Lost
15406,2011-11-08 13:22:00,2,510.71000000000004,31,3,2,2,7,Promising
15407,2011-11-06 11:55:00,4,1056.44,34,3,3,3,9,Loyal
15408,2011-03-20 15:02:00,1,267.18,264,1,1,1,3,Lost
15410,2011-09-16 14:47:00,8,3450.84,84,2,4,4,10,At Risk
15411,2011-11-13 15:19:00,4,1358.88,26,3,3,3,9,Loyal
15412,2011-06-21 15:24:00,1,190.53,171,1,1,1,3,Lost
15414,2011-11-30 09:50:00,3,774.9000000000001,10,4,3,3,10,Loyal
15415,2011-01-30 14:13:00,1,572.8100000000001,313,1,1,2,4,Lost
15416,2011-10-06 09:38:00,4,3984.32,65,2,3,4,9,At Risk
15417,2011-09-15 15:26:00,1,508.8,85,2,1,2,5,Needs Attention
15419,2011-11-15 09:23:00,1,135.86,25,3,1,1,5,Promising
15421,2011-10-12 09:20:00,4,950.36,59,2,3,3,8,At Risk
15422,2011-01-20 16:17:00,2,97.7,323,1,2,1,4,Needs Attention
15423,2011-11-01 14:01:00,1,43.5,38,3,1,1,5,Promising
15424,2011-03-30 13:02:00,2,383.34,254,1,2,2,5,Needs Attention
15426,2011-11-20 15:36:00,5,1447.39,19,3,4,3,10,Loyal
15427,2011-11-06 14:29:00,3,1483.14,33,3,3,3,9,Loyal
15428,2011-11-24 16:54:00,1,93.78,15,4,1,1,6,Promising
15429,2011-11-13 12:28:00,2,397.35,27,3,2,2,7,Promising
15432,2011-11-16 16:30:00,1,171.19,23,3,1,1,5,Promising
15433,2011-05-10 10:45:00,2,533.3,214,1,2,2,5,Needs Attention
15434,2011-12-01 13:33:00,5,1041.48,8,4,4,3,11,Loyal
15435,2011-11-17 16:39:00,1,149.29,22,3,1,1,5,Promising
15436,2011-11-27 16:05:00,3,1122.53,12,4,3,3,10,Loyal
15437,2011-03-22 13:11:00,1,200.16,262,1,1,1,3,Lost
15438,2011-07-31 14:19:00,1,156.57999999999998,131,2,1,1,4,Needs Attention
15440,2011-10-16 12:16:00,3,383.68,55,2,3,2,7,At Risk
15442,2011-04-05 12:24:00,1,594.0,249,1,1,2,4,Lost
15443,2011-12-08 10:40:00,7,3236.91,2,4,4,4,12,Champions
15444,2011-11-30 17:37:00,2,1418.26,9,4,2,3,9,Promising
15445,2011-03-20 15:06:00,1,113.5,264,1,1,1,3,Lost
15447,2011-01-13 11:26:00,1,155.17,331,1,1,1,3,Lost
15448,2011-01-31 10:42:00,1,494.64,313,1,1,2,4,Lost
15449,2011-11-13 15:02:00,3,974.52,26,3,3,3,9,Loyal
15450,2011-11-09 17:11:00,1,429.84,30,3,1,2,6,Promising
15452,2011-11-10 12:13:00,3,538.73,30,3,3,2,8,Loyal
15453,2011-12-08 10:59:00,7,1388.37,2,4,4,3,11,Loyal
15454,2010-12-12 14:21:00,1,179.1,362,1,1,1,3,Lost
15456,2011-03-01 13:51:00,3,447.22,283,1,3,2,6,At Risk
15457,2011-03-22 15:31:00,1,237.07,262,1,1,1,3,Lost
15458,2011-11-14 13:08:00,1,161.64,25,3,1,1,5,Promising
15460,2010-12-20 16:08:00,1,216.76,354,1,1,1,3,Lost
15462,2011-09-06 13:11:00,3,234.6,94,2,3,1,6,At Risk
15463,2011-11-10 12:57:00,1,126.14,29,3,1,1,5,Promising
15464,2011-01-05 15:56:00,1,1048.85,338,1,1,3,5,Lost
15465,2011-11-20 10:11:00,18,7354.62,20,3,4,4,11,Loyal
15466,2011-09-15 14:08:00,1,334.53,85,2,1,2,5,Needs Attention
15467,2011-11-30 14:17:00,3,524.88,9,4,3,2,9,Loyal
15468,2011-10-19 13:49:00,2,467.51,51,3,2,2,7,Promising
15469,2011-10-20 16:21:00,2,538.55,50,3,2,2,7,Promising
15471,2011-12-07 14:12:00,1,469.48,2,4,1,2,7,Promising
15472,2011-08-18 15:17:00,1,371.56,113,2,1,2,5,Needs Attention
15473,2011-11-25 15:15:00,7,1771.2,14,4,4,4,12,Champions
15475,2011-09-23 15:20:00,1,454.10999999999996,77,2,1,2,5,Needs Attention
15478,2011-10-30 14:19:00,2,1441.42,40,3,2,3,8,Promising
15480,2011-08-15 14:32:00,1,905.5,116,2,1,3,6,Needs Attention
15482,2011-11-24 10:46:00,11,11014.96,16,4,4,4,12,Champions
15483,2011-07-01 13:07:00,4,233.81,161,1,3,1,5,At Risk
15484,2011-12-08 15:03:00,4,3594.31,1,4,3,4,11,Loyal
15485,2011-11-09 14:31:00,3,2575.0,30,3,3,4,10,Loyal
15488,2011-09-08 10:11:00,1,91.32000000000001,93,2,1,1,4,Needs Attention
15489,2011-11-17 08:53:00,3,1134.28,23,3,3,3,9,Loyal
15491,2011-09-05 15:56:00,6,3100.09,95,2,4,4,10,At Risk
15492,2011-11-11 14:53:00,2,659.4599999999999,28,3,2,2,7,Promising
15493,2011-11-07 12:04:00,5,2001.8,33,3,4,4,11,Loyal
15494,2011-11-18 14:51:00,2,1299.23,21,3,2,3,8,Promising
15497,2011-11-22 11:51:00,2,1262.2,18,4,2,3,9,Promising
15498,2011-12-07 12:48:00,27,13316.4,3,4,4,4,12,Champions
15500,2011-12-01 13:47:00,4,1131.56,8,4,3,3,10,Loyal
15502,2011-11-24 12:48:00,10,6923.98,16,4,4,4,12,Champions
15503,2010-12-12 10:57:00,1,147.09,363,1,1,1,3,Lost
15504,2011-09-19 13:45:00,1,52.83,81,2,1,1,4,Needs Attention
15505,2011-10-18 07:56:00,5,3610.96,53,2,4,4,10,At Risk
15506,2011-11-17 12:11:00,3,979.26,23,3,3,3,9,Loyal
15507,2011-06-21 11:19:00,1,492.36,172,1,1,2,4,Lost
15508,2011-06-03 15:43:00,6,1000.27,189,1,4,3,8,At Risk
15510,2011-01-13 12:10:00,1,250.0,331,1,1,1,3,Lost
15511,2011-11-28 09:43:00,5,909.23,12,4,4,3,11,Loyal
15512,2011-07-07 10:20:00,2,121.0,156,1,2,1,4,Needs Attention
15513,2011-11-06 14:36:00,19,14758.220000000001,33,3,4,4,11,Loyal
15514,2011-11-27 14:40:00,11,4139.46,12,4,4,4,12,Champions
15516,2011-10-26 10:51:00,3,62.43,45,3,3,1,7,Loyal
15517,2011-04-20 14:02:00,1,267.03,233,1,1,1,3,Lost
15518,2011-10-06 13:05:00,8,1942.45,64,2,4,4,10,At Risk
15520,2011-12-08 10:58:00,1,343.5,2,4,1,2,7,Promising
15521,2011-10-30 13:42:00,8,3000.2,40,3,4,4,11,Loyal
15522,2011-11-07 11:26:00,2,398.84,33,3,2,2,7,Promising
15523,2011-09-16 16:29:00,1,412.01000000000005,84,2,1,2,5,Needs Attention
15524,2011-11-15 12:09:00,1,440.0,25,3,1,2,6,Promising
15525,2011-12-07 14:43:00,3,823.42,2,4,3,3,10,Loyal
15526,2011-11-06 15:04:00,2,148.44,33,3,2,1,6,Promising
15527,2011-11-21 12:17:00,8,2429.78,19,3,4,4,11,Loyal
15528,2011-03-30 16:14:00,1,229.33,254,1,1,1,3,Lost
15529,2011-11-17 11:29:00,11,3992.68,23,3,4,4,11,Loyal
15530,2011-11-18 12:25:00,4,1502.35,22,3,3,3,9,Loyal
15531,2011-12-01 18:43:00,2,2007.44,8,4,2,4,10,Promising
15532,2011-11-14 14:51:00,4,1571.03,25,3,3,3,9,Loyal
15533,2011-11-20 15:35:00,3,807.57,19,3,3,3,9,Loyal
15535,2011-06-19 16:02:00,4,536.4,173,1,3,2,6,At Risk
15537,2011-06-29 13:10:00,1,110.92,163,1,1,1,3,Lost
15539,2011-12-02 13:36:00,1,538.46,7,4,1,2,7,Promising
15540,2011-11-28 13:51:00,1,213.3,11,4,1,1,6,Promising
15541,2011-08-17 14:58:00,1,85.13000000000001,114,2,1,1,4,Needs Attention
15543,2011-02-24 15:26:00,1,127.86,288,1,1,1,3,Lost
15544,2011-11-30 16:43:00,9,3546.71,9,4,4,4,12,Champions
15545,2011-10-16 13:24:00,2,292.71999999999997,54,2,2,1,5,Needs Attention
15547,2011-12-02 12:52:00,14,4954.84,7,4,4,4,12,Champions
15549,2011-09-23 16:22:00,3,1689.51,77,2,3,4,9,At Risk
15550,2011-12-05 15:38:00,4,575.63,4,4,3,2,9,Loyal
15551,2011-11-03 12:37:00,1,436.06,37,3,1,2,6,Promising
15552,2011-05-06 14:47:00,1,90.12,217,1,1,1,3,Lost
15553,2011-10-10 14:02:00,1,437.23,60,2,1,2,5,Needs Attention
15554,2011-03-07 09:00:00,1,217.2,278,1,1,1,3,Lost
15555,2011-11-27 16:19:00,16,4802.18,12,4,4,4,12,Champions
15556,2011-11-15 16:08:00,1,279.77,24,3,1,1,5,Promising
15557,2011-11-11 12:46:00,1,473.65000000000003,29,3,1,2,6,Promising
15561,2011-11-28 11:07:00,4,800.59,12,4,3,3,10,Loyal
15562,2010-12-23 09:55:00,1,134.55,352,1,1,1,3,Lost
15563,2011-11-17 12:59:00,3,1361.44,22,3,3,3,9,Loyal
15565,2011-10-20 14:33:00,2,173.16,50,3,2,1,6,Promising
15567,2011-11-21 10:48:00,1,186.01,19,3,1,1,5,Promising
15568,2011-12-07 11:27:00,3,758.29,3,4,3,3,10,Loyal
15569,2011-08-28 10:15:00,5,1375.71,104,2,4,3,9,At Risk
15570,2011-12-02 14:47:00,12,4165.52,7,4,4,4,12,Champions
15571,2011-11-28 10:02:00,4,650.4300000000001,12,4,3,2,9,Loyal
15572,2011-12-05 10:09:00,7,2552.86,5,4,4,4,12,Champions
15573,2011-11-08 11:38:00,2,599.5,32,3,2,2,7,Promising
15574,2011-06-15 12:01:00,4,702.25,178,1,3,3,7,At Risk
15576,2011-11-02 12:03:00,1,940.6700000000001,38,3,1,3,7,Promising
15577,2011-07-11 17:03:00,3,258.88,151,1,3,1,5,At Risk
15578,2011-06-30 13:03:00,1,127.1,162,1,1,1,3,Lost
15579,2011-10-02 12:45:00,2,348.6,69,2,2,2,6,Needs Attention
15581,2011-07-06 14:04:00,10,721.63,156,1,4,3,8,At Risk
15582,2011-11-15 09:55:00,3,682.9100000000001,25,3,3,3,9,Loyal
15584,2011-11-16 10:55:00,4,725.11,24,3,3,3,9,Loyal
15585,2011-06-16 08:38:00,1,455.3,177,1,1,2,4,Lost
15587,2011-10-20 13:37:00,4,913.6800000000001,50,3,3,3,9,Loyal
15589,2011-03-29 09:54:00,3,478.53000000000003,256,1,3,2,6,At Risk
15592,2011-10-24 08:59:00,1,388.58,47,3,1,2,6,Promising
15593,2011-09-30 11:46:00,1,199.8,71,2,1,1,4,Needs Attention
15594,2011-11-24 08:53:00,5,1771.78,16,4,4,4,12,Champions
15596,2011-08-31 10:55:00,5,1406.59,101,2,4,3,9,At Risk
15597,2011-11-04 13:26:00,1,324.57,35,3,1,2,6,Promising
15598,2011-10-17 16:04:00,1,240.68,53,2,1,1,4,Needs Attention
15599,2011-11-13 11:44:00,2,761.74,27,3,2,3,8,Promising
15601,2011-11-28 15:15:00,14,6776.56,11,4,4,4,12,Champions
